Gene ID,Genomic Location (Gene),Gene Name or Symbol
PF3D7_1123700,"Pf3D7_11_v3:938,756..940,010(+)",N/A
PF3D7_1123800,"Pf3D7_11_v3:940,025..944,624(+)",SMC5
PF3D7_1123900,"Pf3D7_11_v3:944,850..946,524(+)",SNU13
PF3D7_1124000,"Pf3D7_11_v3:947,614..951,244(+)",ERO1
PF3D7_1124100,"Pf3D7_11_v3:950,693..956,865(-)",BDCP
PF3D7_1124200,"Pf3D7_11_v3:956,931..959,950(-)",N/A
PF3D7_1124300,"Pf3D7_11_v3:961,072..964,480(+)",BDP7
PF3D7_1124400,"Pf3D7_11_v3:964,315..965,485(-)",LSM1
PF3D7_1124500,"Pf3D7_11_v3:966,719..969,467(+)",pdhA
PF3D7_1124600,"Pf3D7_11_v3:968,959..973,122(-)",EK
PF3D7_1124700,"Pf3D7_11_v3:973,924..976,068(-)",MGE1
PF3D7_1124800,"Pf3D7_11_v3:976,196..977,963(-)",RRS1
PF3D7_1124900,"Pf3D7_11_v3:980,411..983,385(+)",RPL35
PF3D7_1125000,"Pf3D7_11_v3:983,393..985,829(-)",N/A
PF3D7_1125100,"Pf3D7_11_v3:986,112..988,218(+)",ICAP2
PF3D7_1125200,"Pf3D7_11_v3:988,330..991,296(-)",N/A
PF3D7_1125300,"Pf3D7_11_v3:991,682..996,497(+)",mtRNAP
PF3D7_1125400,"Pf3D7_11_v3:996,776..1,000,180(-)",TIM44
PF3D7_1125500,"Pf3D7_11_v3:1,000,521..1,001,954(-)",SNRPD1
PF3D7_1125600,"Pf3D7_11_v3:1,001,988..1,003,900(-)",C4AP1
PF3D7_1125700,"Pf3D7_11_v3:1,004,021..1,007,682(-)",N/A
PF3D7_1125800,"Pf3D7_11_v3:1,007,693..1,011,537(-)",N/A
PF3D7_1125900,"Pf3D7_11_v3:1,012,393..1,014,252(+)",N/A
PF3D7_1126000,"Pf3D7_11_v3:1,013,901..1,017,911(-)",ThrRS
PF3D7_1126100,"Pf3D7_11_v3:1,018,358..1,022,935(-)",ATG7
PF3D7_1126200,"Pf3D7_11_v3:1,023,770..1,025,989(-)",RPS18
PF3D7_1126300,"Pf3D7_11_v3:1,026,914..1,029,706(+)",N/A
PF3D7_1126400,"Pf3D7_11_v3:1,030,509..1,031,799(+)",MED21
PF3D7_1126500,"Pf3D7_11_v3:1,032,312..1,037,531(+)",N/A
PF3D7_1126600,"Pf3D7_11_v3:1,037,626..1,040,420(-)",N/A
PF3D7_1126700,"Pf3D7_11_v3:1,040,447..1,048,468(-)",ATG23
PF3D7_1126800,"Pf3D7_11_v3:1,049,176..1,052,926(+)",SR-MG
PF3D7_1126900,"Pf3D7_11_v3:1,052,969..1,054,388(-)",SNRPF
PF3D7_1127000,"Pf3D7_11_v3:1,055,701..1,058,777(-)",N/A
PF3D7_1127100,"Pf3D7_11_v3:1,059,925..1,061,367(-)",dUTPase
PF3D7_1127200,"Pf3D7_11_v3:1,062,718..1,063,072(+)",N/A
PF3D7_1127300,"Pf3D7_11_v3:1,063,077..1,064,882(-)",N/A
PF3D7_1127400,"Pf3D7_11_v3:1,064,993..1,067,053(+)",N/A
PF3D7_1127500,"Pf3D7_11_v3:1,067,055..1,071,027(+)",N/A
PF3D7_1127600,"Pf3D7_11_v3:1,071,718..1,074,209(+)",N/A
PF3D7_1127700,"Pf3D7_11_v3:1,074,626..1,076,405(-)",N/A
PF3D7_1127800,"Pf3D7_11_v3:1,076,956..1,082,092(-)",N/A
PF3D7_1127900,"Pf3D7_11_v3:1,083,321..1,086,048(-)",N/A
PF3D7_1128000,"Pf3D7_11_v3:1,086,660..1,093,283(+)",N/A
PF3D7_1128000,"Pf3D7_11_v3:1,086,660..1,093,283(+)",N/A
PF3D7_1128100,"Pf3D7_11_v3:1,094,357..1,096,486(-)",PCS5
PF3D7_1128200,"Pf3D7_11_v3:1,096,720..1,097,745(+)",MBF1
PF3D7_1128300,"Pf3D7_11_v3:1,097,880..1,103,771(-)",PFK11
PF3D7_1128400,"Pf3D7_11_v3:1,104,154..1,107,028(-)",FPPS/GGPPS
PF3D7_1128500,"Pf3D7_11_v3:1,107,772..1,110,152(+)",mHCF101
PF3D7_1128600,"Pf3D7_11_v3:1,110,057..1,112,485(-)",NOT2
PF3D7_1128700,"Pf3D7_11_v3:1,112,700..1,115,761(+)",GPI8
PF3D7_1128900,"Pf3D7_11_v3:1,117,049..1,120,693(+)",N/A
PF3D7_1129000,"Pf3D7_11_v3:1,120,716..1,123,490(+)",SPDS
PF3D7_1129100,"Pf3D7_11_v3:1,124,682..1,128,048(+)",PV1
PF3D7_1129200,"Pf3D7_11_v3:1,128,223..1,131,206(+)",RPN7
PF3D7_1129300,"Pf3D7_11_v3:1,131,284..1,137,072(-)",N/A
PF3D7_1129400,"Pf3D7_11_v3:1,137,082..1,140,631(-)",NSUN3
PF3D7_1129500,"Pf3D7_11_v3:1,141,454..1,144,631(+)",N/A
PF3D7_1129600,"Pf3D7_11_v3:1,144,744..1,148,981(+)",N/A
PF3D7_1129700,"Pf3D7_11_v3:1,148,926..1,151,585(-)",N/A
PF3D7_1129800,"Pf3D7_11_v3:1,151,788..1,154,689(+)",N/A
PF3D7_1129850,"Pf3D7_11_v3:1,153,569..1,154,261(-)",N/A
PF3D7_1129900,"Pf3D7_11_v3:1,155,616..1,158,343(+)",MFR5
PF3D7_1130000,"Pf3D7_11_v3:1,158,440..1,162,440(-)",PAGM
PF3D7_1130100,"Pf3D7_11_v3:1,162,731..1,164,039(-)",RPL38
PF3D7_1130200,"Pf3D7_11_v3:1,163,768..1,167,334(+)",PfP0
PF3D7_1130300,"Pf3D7_11_v3:1,166,588..1,166,687(+)",N/A
PF3D7_1130310,"Pf3D7_11_v3:1,166,812..1,166,914(+)",N/A
PF3D7_1130400,"Pf3D7_11_v3:1,168,333..1,171,161(+)",RPT5
PF3D7_1130500,"Pf3D7_11_v3:1,171,260..1,176,260(+)",COG2
PF3D7_1130600,"Pf3D7_11_v3:1,176,282..1,180,695(+)",N/A
PF3D7_1130700,"Pf3D7_11_v3:1,179,639..1,185,871(-)",SMC1
PF3D7_1130800,"Pf3D7_11_v3:1,187,604..1,189,562(+)",N/A
PF3D7_1130900,"Pf3D7_11_v3:1,190,118..1,194,394(+)",N/A
PF3D7_1131000,"Pf3D7_11_v3:1,193,687..1,195,036(-)",N/A
PF3D7_1131100,"Pf3D7_11_v3:1,195,469..1,198,419(-)",SR1
PF3D7_1131200,"Pf3D7_11_v3:1,199,053..1,202,149(+)",N/A
PF3D7_1131300,"Pf3D7_11_v3:1,201,675..1,204,113(-)",N/A
PF3D7_1131400,"Pf3D7_11_v3:1,204,242..1,210,151(-)",N/A
PF3D7_1131500,"Pf3D7_11_v3:1,210,686..1,211,456(-)",N/A
PF3D7_1131600,"Pf3D7_11_v3:1,216,521..1,224,812(+)",N/A
PF3D7_1131700,"Pf3D7_11_v3:1,225,688..1,226,474(-)",N/A
PF3D7_1131800,"Pf3D7_11_v3:1,226,559..1,233,099(-)",N/A
PF3D7_1131900,"Pf3D7_11_v3:1,234,061..1,236,391(-)",N/A
PF3D7_1132000,"Pf3D7_11_v3:1,239,829..1,242,921(+)",N/A
PF3D7_1132100,"Pf3D7_11_v3:1,243,226..1,246,618(-)",N/A
PF3D7_1132200,"Pf3D7_11_v3:1,248,292..1,251,089(-)",TCP1
PF3D7_1132300,"Pf3D7_11_v3:1,251,966..1,253,902(+)",N/A
PF3D7_1132400,"Pf3D7_11_v3:1,254,662..1,260,426(-)",N/A
PF3D7_1132500,"Pf3D7_11_v3:1,261,759..1,266,078(+)",N/A
PF3D7_1132600,"Pf3D7_11_v3:1,265,900..1,267,995(-)",PRP38A
PF3D7_1132700,"Pf3D7_11_v3:1,268,410..1,270,016(+)",mRPL2
PF3D7_1132800,"Pf3D7_11_v3:1,270,935..1,273,096(+)",AQP
PF3D7_1132900,"Pf3D7_11_v3:1,273,208..1,275,484(+)",GCVH
PF3D7_1133000,"Pf3D7_11_v3:1,275,535..1,276,542(+)",N/A
PF3D7_1133100,"Pf3D7_11_v3:1,276,697..1,281,158(+)",N/A
PF3D7_1133200,"Pf3D7_11_v3:1,280,823..1,288,093(-)",N/A
PF3D7_1133300,"Pf3D7_11_v3:1,289,824..1,292,127(+)",CDC50B
PF3D7_1133400,"Pf3D7_11_v3:1,292,966..1,296,696(+)",AMA1
PF3D7_1133500,"Pf3D7_11_v3:1,296,801..1,298,199(+)",N/A
PF3D7_1133600,"Pf3D7_11_v3:1,298,301..1,300,611(-)",N/A
PF3D7_1133700,"Pf3D7_11_v3:1,301,308..1,307,797(+)",N/A
PF3D7_1133800,"Pf3D7_11_v3:1,308,312..1,312,020(+)",U5MTase
PF3D7_1133900,"Pf3D7_11_v3:1,312,734..1,317,676(+)",N/A
PF3D7_1134000,"Pf3D7_11_v3:1,318,721..1,322,792(+)",HSP70-3
PF3D7_1134100,"Pf3D7_11_v3:1,322,407..1,325,617(-)",PDI-11
PF3D7_1134200,"Pf3D7_11_v3:1,326,228..1,332,808(+)",N/A
PF3D7_1134300,"Pf3D7_11_v3:1,333,076..1,340,271(+)",EMMA1
PF3D7_1134400,"Pf3D7_11_v3:1,340,325..1,342,250(-)",N/A
PF3D7_1134500,"Pf3D7_11_v3:1,343,384..1,349,822(+)",N/A
PF3D7_1134600,"Pf3D7_11_v3:1,350,158..1,358,171(-)",ZNF4
PF3D7_1134700,"Pf3D7_11_v3:1,358,907..1,364,530(-)",RPA2
PF3D7_1134800,"Pf3D7_11_v3:1,367,023..1,368,903(+)",N/A
PF3D7_1134900,"Pf3D7_11_v3:1,369,619..1,371,667(+)",N/A
PF3D7_1135000,"Pf3D7_11_v3:1,371,743..1,374,175(+)",N/A
PF3D7_1135100,"Pf3D7_11_v3:1,374,293..1,377,710(-)",PPM8
PF3D7_1135200,"Pf3D7_11_v3:1,378,345..1,379,848(-)",N/A
PF3D7_1135300,"Pf3D7_11_v3:1,380,567..1,382,594(-)",PMRT1
PF3D7_1135400,"Pf3D7_11_v3:1,384,340..1,385,924(-)",N/A
PF3D7_1135500,"Pf3D7_11_v3:1,387,091..1,388,909(-)",N/A
PF3D7_1135600,"Pf3D7_11_v3:1,389,211..1,396,929(+)",CAPD3
PF3D7_1135700,"Pf3D7_11_v3:1,396,148..1,397,044(-)",N/A
PF3D7_1135800,"Pf3D7_11_v3:1,397,248..1,398,391(+)",N/A
PF3D7_1135900,"Pf3D7_11_v3:1,398,462..1,401,319(-)",N/A
PF3D7_1136000,"Pf3D7_11_v3:1,403,727..1,414,748(+)",N/A
PF3D7_1136100,"Pf3D7_11_v3:1,415,406..1,417,214(+)",N/A
PF3D7_1136200,"Pf3D7_11_v3:1,417,279..1,420,432(-)",ARMA
PF3D7_1136300,"Pf3D7_11_v3:1,421,786..1,426,832(+)",TSN
PF3D7_1136400,"Pf3D7_11_v3:1,426,876..1,431,677(-)",SRP72
PF3D7_1136500,"Pf3D7_11_v3:1,431,881..1,435,170(-)",CK1
PF3D7_1136500,"Pf3D7_11_v3:1,431,881..1,435,170(-)",CK1
PF3D7_1136600,"Pf3D7_11_v3:1,440,742..1,445,784(+)",MRST
PF3D7_1136700,"Pf3D7_11_v3:1,446,063..1,449,550(+)",AIP
PF3D7_1136700,"Pf3D7_11_v3:1,446,063..1,449,550(+)",AIP
PF3D7_1136800,"Pf3D7_11_v3:1,449,075..1,453,801(-)",N/A
PF3D7_1136900,"Pf3D7_11_v3:1,455,197..1,460,871(+)",SUB2
PF3D7_1137000,"Pf3D7_11_v3:1,461,301..1,461,498(-)",N/A
PF3D7_1137100,"Pf3D7_11_v3:1,461,487..1,463,111(+)",N/A
PF3D7_1137200,"Pf3D7_11_v3:1,463,149..1,465,573(-)",AEP
PF3D7_1137300,"Pf3D7_11_v3:1,465,889..1,469,381(-)",N/A
PF3D7_1137400,"Pf3D7_11_v3:1,470,103..1,472,480(-)",N/A
PF3D7_1137500,"Pf3D7_11_v3:1,472,839..1,474,438(-)",N/A
PF3D7_1137600,"Pf3D7_11_v3:1,474,667..1,476,838(-)",N/A
PF3D7_1137700,"Pf3D7_11_v3:1,477,643..1,479,850(+)",N/A
PF3D7_1137800,"Pf3D7_11_v3:1,480,900..1,481,526(-)",SPELD
PF3D7_1137900,"Pf3D7_11_v3:1,483,375..1,485,858(+)",N/A
PF3D7_1138000,"Pf3D7_11_v3:1,486,652..1,496,398(+)",N/A
PF3D7_1138100,"Pf3D7_11_v3:1,496,635..1,498,092(+)",URM1
PF3D7_1138200,"Pf3D7_11_v3:1,498,115..1,499,068(+)",N/A
PF3D7_1138300,"Pf3D7_11_v3:1,498,612..1,499,571(-)",N/A
PF3D7_1138350,"Pf3D7_11_v3:1,499,574..1,500,253(-)",N/A
PF3D7_1138400,"Pf3D7_11_v3:1,500,670..1,514,612(-)",GCalpha
PF3D7_1138500,"Pf3D7_11_v3:1,517,580..1,521,643(+)",PPM2
PF3D7_1138600,"Pf3D7_11_v3:1,521,810..1,524,748(-)",N/A
PF3D7_1138700,"Pf3D7_11_v3:1,525,654..1,532,527(-)",KIC5
PF3D7_1138800,"Pf3D7_11_v3:1,532,674..1,540,545(-)",N/A
PF3D7_1138900,"Pf3D7_11_v3:1,540,804..1,544,163(+)",N/A
PF3D7_1139100,"Pf3D7_11_v3:1,545,416..1,553,962(+)",N/A
PF3D7_1139200,"Pf3D7_11_v3:1,553,848..1,555,709(-)",N/A
PF3D7_1139300,"Pf3D7_11_v3:1,556,447..1,565,469(-)",AP2-G5
PF3D7_1139400,"Pf3D7_11_v3:1,569,604..1,573,189(+)",N/A
PF3D7_1139500,"Pf3D7_11_v3:1,576,132..1,578,978(-)",N/A
PF3D7_1139600,"Pf3D7_11_v3:1,580,594..1,582,483(+)",N/A
PF3D7_1139700,"Pf3D7_11_v3:1,582,539..1,585,322(-)",N/A
PF3D7_1139800,"Pf3D7_11_v3:1,585,329..1,592,079(-)",N/A
PF3D7_1139900,"Pf3D7_11_v3:1,593,266..1,595,319(+)",EMC8
PF3D7_1140000,"Pf3D7_11_v3:1,595,767..1,597,718(+)",CA
PF3D7_1140100,"Pf3D7_11_v3:1,597,769..1,600,089(-)",N/A
PF3D7_1140200,"Pf3D7_11_v3:1,600,448..1,603,560(-)",N/A
PF3D7_1140300,"Pf3D7_11_v3:1,604,250..1,607,491(+)",N/A
PF3D7_1140400,"Pf3D7_11_v3:1,607,519..1,608,723(+)",N/A
PF3D7_1140500,"Pf3D7_11_v3:1,610,100..1,615,809(+)",MyoK
PF3D7_1140600,"Pf3D7_11_v3:1,615,976..1,622,355(-)",N/A
PF3D7_1140700,"Pf3D7_11_v3:1,622,360..1,632,547(-)",CDP
PF3D7_1140800,"Pf3D7_11_v3:1,633,071..1,636,567(+)",N/A
PF3D7_1140900,"Pf3D7_11_v3:1,636,768..1,643,539(-)",N/A
PF3D7_1141000,"Pf3D7_11_v3:1,644,911..1,647,382(+)",N/A
PF3D7_1141100,"Pf3D7_11_v3:1,649,321..1,657,012(+)",N/A
PF3D7_1141200,"Pf3D7_11_v3:1,657,118..1,658,339(-)",N/A
PF3D7_1141300,"Pf3D7_11_v3:1,658,390..1,663,036(-)",APR1
PF3D7_1141400,"Pf3D7_11_v3:1,663,373..1,665,749(+)",PIGH
PF3D7_1141500,"Pf3D7_11_v3:1,665,761..1,668,162(+)",N/A
PF3D7_1141600,"Pf3D7_11_v3:1,668,302..1,669,090(-)",DPM1
PF3D7_1141700,"Pf3D7_11_v3:1,669,907..1,671,894(+)",N/A
PF3D7_1141800,"Pf3D7_11_v3:1,672,402..1,675,566(-)",N/A
PF3D7_1141900,"Pf3D7_11_v3:1,676,182..1,677,783(-)",IMC1b
PF3D7_1142000,"Pf3D7_11_v3:1,678,820..1,681,377(+)",N/A
PF3D7_1142100,"Pf3D7_11_v3:1,681,435..1,692,161(-)",N/A
PF3D7_1142200,"Pf3D7_11_v3:1,692,791..1,694,345(-)",N/A
PF3D7_1142300,"Pf3D7_11_v3:1,694,889..1,701,865(+)",N/A
PF3D7_1142400,"Pf3D7_11_v3:1,701,397..1,703,791(-)",CPO
PF3D7_1142500,"Pf3D7_11_v3:1,705,435..1,706,918(-)",RPL28
PF3D7_1142600,"Pf3D7_11_v3:1,707,861..1,709,391(-)",N/A
PF3D7_1142700,"Pf3D7_11_v3:1,709,869..1,712,608(-)",N/A
PF3D7_1142800,"Pf3D7_11_v3:1,713,070..1,714,304(+)",ATPTG6
PF3D7_1142900,"Pf3D7_11_v3:1,714,779..1,717,145(+)",N/A
PF3D7_1143000,"Pf3D7_11_v3:1,717,415..1,718,905(+)",N/A
PF3D7_1143100,"Pf3D7_11_v3:1,718,938..1,725,224(-)",AP2-O
PF3D7_1143200,"Pf3D7_11_v3:1,728,890..1,731,885(+)",N/A
PF3D7_1143300,"Pf3D7_11_v3:1,731,176..1,734,347(-)",RPC40
PF3D7_1143400,"Pf3D7_11_v3:1,733,903..1,736,776(+)",N/A
PF3D7_1143500,"Pf3D7_11_v3:1,736,787..1,740,230(-)",N/A
PF3D7_1143600,"Pf3D7_11_v3:1,740,858..1,742,152(-)",N/A
PF3D7_1143700,"Pf3D7_11_v3:1,742,517..1,746,755(+)",N/A
PF3D7_1143800,"Pf3D7_11_v3:1,747,226..1,751,441(+)",CAP93
PF3D7_1143900,"Pf3D7_11_v3:1,751,384..1,753,416(-)",N/A
PF3D7_1144000,"Pf3D7_11_v3:1,754,466..1,756,072(+)",RPS21
PF3D7_1144100,"Pf3D7_11_v3:1,756,482..1,757,258(-)",N/A
PF3D7_1144200,"Pf3D7_11_v3:1,757,488..1,759,205(-)",N/A
PF3D7_1144300,"Pf3D7_11_v3:1,759,227..1,760,663(-)",RPL41
PF3D7_1144400,"Pf3D7_11_v3:1,762,256..1,766,650(+)",N/A
PF3D7_1144500,"Pf3D7_11_v3:1,767,459..1,769,954(+)",AOS1
PF3D7_1144600,"Pf3D7_11_v3:1,770,414..1,772,184(+)",TFG2
PF3D7_1144700,"Pf3D7_11_v3:1,772,009..1,774,198(-)",TIC20
PF3D7_1144800,"Pf3D7_11_v3:1,774,605..1,776,787(+)",N/A
PF3D7_1144900,"Pf3D7_11_v3:1,777,078..1,779,609(-)",RAB6
PF3D7_1145000,"Pf3D7_11_v3:1,780,084..1,782,733(-)",N/A
PF3D7_1145100,"Pf3D7_11_v3:1,782,875..1,787,222(-)",SEC21
PF3D7_1145200,"Pf3D7_11_v3:1,788,846..1,798,269(-)",N/A
PF3D7_1145300,"Pf3D7_11_v3:1,798,297..1,799,944(-)",CRIPT
PF3D7_1145400,"Pf3D7_11_v3:1,800,111..1,804,509(-)",DYN1
PF3D7_1145500,"Pf3D7_11_v3:1,807,031..1,810,365(+)",ABCB3
PF3D7_1145600,"Pf3D7_11_v3:1,810,090..1,812,833(-)",N/A
PF3D7_1145700,"Pf3D7_11_v3:1,812,871..1,814,731(+)",N/A
PF3D7_1145800,"Pf3D7_11_v3:1,814,738..1,818,029(-)",N/A
PF3D7_1145900,"Pf3D7_11_v3:1,818,370..1,820,937(+)",N/A
PF3D7_1146000,"Pf3D7_11_v3:1,820,807..1,823,494(-)",RSA4
PF3D7_1146100,"Pf3D7_11_v3:1,823,963..1,826,025(-)",N/A
PF3D7_1146200,"Pf3D7_11_v3:1,826,113..1,826,839(-)",N/A
PF3D7_1146300,"Pf3D7_11_v3:1,828,240..1,829,054(-)",N/A
PF3D7_1146500,"Pf3D7_11_v3:1,830,464..1,831,417(+)",LRR10
PF3D7_1146600,"Pf3D7_11_v3:1,832,152..1,839,819(+)",ORP1
PF3D7_1146700,"Pf3D7_11_v3:1,839,423..1,842,878(-)",N/A
PF3D7_1146800,"Pf3D7_11_v3:1,843,205..1,854,563(-)",N/A
PF3D7_1146900,"Pf3D7_11_v3:1,855,488..1,857,930(+)",N/A
PF3D7_1147000,"Pf3D7_11_v3:1,858,329..1,867,357(-)",SLARP
PF3D7_1147100,"Pf3D7_11_v3:1,870,415..1,871,077(-)",N/A
PF3D7_1147200,"Pf3D7_11_v3:1,872,795..1,881,752(+)",N/A
PF3D7_1147300,"Pf3D7_11_v3:1,882,167..1,888,573(+)",N/A
PF3D7_1147400,"Pf3D7_11_v3:1,888,273..1,889,408(-)",N/A
PF3D7_1147500,"Pf3D7_11_v3:1,889,494..1,892,695(-)",FTB
PF3D7_1147600,"Pf3D7_11_v3:1,893,348..1,896,529(-)",N/A
PF3D7_1147700,"Pf3D7_11_v3:1,896,443..1,898,242(+)",N/A
PF3D7_1147800,"Pf3D7_11_v3:1,899,181..1,905,942(+)",MAEBL
PF3D7_1147800,"Pf3D7_11_v3:1,899,181..1,905,942(+)",MAEBL
PF3D7_1147900,"Pf3D7_11_v3:1,906,472..1,908,483(-)",PEX22
PF3D7_1148000,"Pf3D7_11_v3:1,908,678..1,914,041(-)",N/A
PF3D7_1148100,"Pf3D7_11_v3:1,916,392..1,918,050(+)",N/A
PF3D7_1148200,"Pf3D7_11_v3:1,920,268..1,920,811(+)",N/A
PF3D7_1148500,"Pf3D7_11_v3:1,922,656..1,922,928(+)",N/A
PF3D7_1148600,"Pf3D7_11_v3:1,925,995..1,928,144(+)",N/A
PF3D7_1148620,"Pf3D7_11_v3:1,928,510..1,928,677(+)",N/A
PF3D7_1148640,"Pf3D7_11_v3:1,928,934..1,933,138(+)",N/A
PF3D7_1148700,"Pf3D7_11_v3:1,933,278..1,937,217(-)",GEXP12
PF3D7_1148800,"Pf3D7_11_v3:1,940,627..1,942,588(+)",N/A
PF3D7_1148900,"Pf3D7_11_v3:1,944,702..1,946,935(+)",N/A
PF3D7_1149000,"Pf3D7_11_v3:1,948,696..1,969,412(+)",Pf332
PF3D7_1149100,"Pf3D7_11_v3:1,970,810..1,974,642(+)",N/A
PF3D7_1149100,"Pf3D7_11_v3:1,970,810..1,974,642(+)",N/A
PF3D7_1149200,"Pf3D7_11_v3:1,975,705..1,980,325(+)",RESA3
PF3D7_1149300,"Pf3D7_11_v3:1,982,068..1,984,327(+)",FIKK11
PF3D7_1149400,"Pf3D7_11_v3:1,985,056..1,987,411(-)",N/A
PF3D7_1149500,"Pf3D7_11_v3:1,991,359..1,994,018(-)",RESA2
PF3D7_1149600,"Pf3D7_11_v3:2,000,342..2,003,996(+)",N/A
PF3D7_1149700,"Pf3D7_11_v3:2,004,754..2,005,011(+)",N/A
PF3D7_1149800,"Pf3D7_11_v3:2,006,706..2,007,829(+)",RIF
PF3D7_1149900,"Pf3D7_11_v3:2,009,875..2,010,902(+)",N/A
PF3D7_1150000,"Pf3D7_11_v3:2,012,989..2,014,316(+)",RIF
PF3D7_1150100,"Pf3D7_11_v3:2,015,649..2,016,509(-)",RIF
PF3D7_1150200,"Pf3D7_11_v3:2,018,714..2,019,967(-)",RIF
PF3D7_1150300,"Pf3D7_11_v3:2,021,854..2,023,034(-)",RIF
PF3D7_1150400,"Pf3D7_11_v3:2,025,817..2,035,886(+)",VAR
PF3D7_1200100,"Pf3D7_12_v3:16,973..24,497(+)",VAR
PF3D7_1200200,"Pf3D7_12_v3:26,321..27,687(-)",RIF
PF3D7_1200300,"Pf3D7_12_v3:30,078..31,261(-)",RIF
PF3D7_1200400,"Pf3D7_12_v3:32,703..41,940(+)",VAR
PF3D7_1200500,"Pf3D7_12_v3:43,705..45,623(-)",RIF
PF3D7_1200600,"Pf3D7_12_v3:45,887..58,295(-)",VAR2CSA
PF3D7_1200610,"Pf3D7_12_v3:57,076..57,435(-)",N/A
PF3D7_1200700,"Pf3D7_12_v3:60,857..65,703(-)",ACS7
PF3D7_1200800,"Pf3D7_12_v3:68,555..72,206(-)",FIKK12
PF3D7_1200900,"Pf3D7_12_v3:72,605..75,379(-)",N/A
PF3D7_1201000,"Pf3D7_12_v3:76,048..79,299(-)",N/A
PF3D7_1201100,"Pf3D7_12_v3:80,874..84,922(-)",N/A
PF3D7_1201200,"Pf3D7_12_v3:88,326..92,048(+)",N/A
PF3D7_1201300,"Pf3D7_12_v3:92,242..92,562(+)",LSAP1
PF3D7_1201400,"Pf3D7_12_v3:93,581..97,146(-)",N/A
PF3D7_1201500,"Pf3D7_12_v3:98,774..100,913(+)",N/A
PF3D7_1201600,"Pf3D7_12_v3:101,030..102,674(-)",NEK3
PF3D7_1201700,"Pf3D7_12_v3:103,318..104,985(-)",N/A
PF3D7_1201800,"Pf3D7_12_v3:105,056..106,773(-)",COX19
PF3D7_1201900,"Pf3D7_12_v3:107,092..108,990(-)",N/A
PF3D7_1202000,"Pf3D7_12_v3:109,107..113,173(-)",PSH2
PF3D7_1202100,"Pf3D7_12_v3:113,340..116,410(+)",SRAP1
PF3D7_1202100,"Pf3D7_12_v3:113,340..116,410(+)",SRAP1
PF3D7_1202200,"Pf3D7_12_v3:116,013..118,202(-)",PIC
PF3D7_1202300,"Pf3D7_12_v3:118,603..141,499(+)",N/A
PF3D7_1202400,"Pf3D7_12_v3:141,230..143,553(-)",CYP26
PF3D7_1202500,"Pf3D7_12_v3:144,046..148,030(-)",TGS1
PF3D7_1202600,"Pf3D7_12_v3:148,054..155,532(-)",NEMF
PF3D7_1202700,"Pf3D7_12_v3:156,172..160,367(+)",N/A
PF3D7_1202800,"Pf3D7_12_v3:160,614..162,188(+)",N/A
PF3D7_1202900,"Pf3D7_12_v3:161,330..163,926(-)",HMGB1
PF3D7_1203000,"Pf3D7_12_v3:167,665..171,905(+)",ORC1
PF3D7_1203100,"Pf3D7_12_v3:171,338..172,574(-)",N/A
PF3D7_1203200,"Pf3D7_12_v3:172,574..173,502(+)",SRP14
PF3D7_1203300,"Pf3D7_12_v3:173,597..177,277(-)",N/A
PF3D7_1203400,"Pf3D7_12_v3:177,518..182,002(+)",MFS4
PF3D7_1203500,"Pf3D7_12_v3:182,030..184,141(-)",SUA5
PF3D7_1203600,"Pf3D7_12_v3:184,499..186,309(+)",CC1HL
PF3D7_1203700,"Pf3D7_12_v3:185,860..188,842(-)",NAPL
PF3D7_1203800,"Pf3D7_12_v3:190,105..193,113(-)",N/A
PF3D7_1203900,"Pf3D7_12_v3:193,786..195,506(+)",UBC
PF3D7_1204000,"Pf3D7_12_v3:197,509..198,830(+)",N/A
PF3D7_1204100,"Pf3D7_12_v3:198,957..202,640(-)",N/A
PF3D7_1204200,"Pf3D7_12_v3:202,895..204,937(+)",N/A
PF3D7_1204300,"Pf3D7_12_v3:204,215..207,469(-)",EIF5A
PF3D7_1204400,"Pf3D7_12_v3:208,165..210,893(-)",G37
PF3D7_1204500,"Pf3D7_12_v3:211,383..212,908(-)",N/A
PF3D7_1204600,"Pf3D7_12_v3:212,829..214,204(+)",N/A
PF3D7_1204700,"Pf3D7_12_v3:214,215..216,474(+)",N/A
PF3D7_1204900,"Pf3D7_12_v3:216,812..219,272(+)",N/A
PF3D7_1205000,"Pf3D7_12_v3:219,569..222,227(+)",N/A
PF3D7_1205100,"Pf3D7_12_v3:222,428..225,423(-)",SEPSECS
PF3D7_1205200,"Pf3D7_12_v3:225,821..227,226(-)",HADO
PF3D7_1205300,"Pf3D7_12_v3:230,037..231,763(+)",N/A
PF3D7_1205400,"Pf3D7_12_v3:232,330..236,562(-)",N/A
PF3D7_1205500,"Pf3D7_12_v3:241,557..248,411(+)",N/A
PF3D7_1205600,"Pf3D7_12_v3:248,691..252,115(-)",N/A
PF3D7_1205700,"Pf3D7_12_v3:252,516..254,143(+)",tGLO2
PF3D7_1205800,"Pf3D7_12_v3:255,472..264,324(+)",HMGB3
PF3D7_1205900,"Pf3D7_12_v3:264,233..267,884(-)",N/A
PF3D7_1206000,"Pf3D7_12_v3:269,514..272,152(-)",SHLP2
PF3D7_1206100,"Pf3D7_12_v3:272,320..275,022(-)",ISN1
PF3D7_1206200,"Pf3D7_12_v3:275,056..280,447(-)",EIF3C
